record_ID,units_sold
215918,inf
215919,inf
215920,inf
215921,inf
215922,inf
215923,inf
215924,inf
215925,inf
215929,inf
215930,inf
215933,inf
215934,inf
215937,inf
215938,inf
215939,inf
215942,inf
215943,inf
215944,inf
215947,inf
215948,inf
215949,inf
215950,inf
215951,inf
215952,inf
215953,inf
215954,inf
215955,inf
215957,inf
215958,inf
215959,inf
215962,inf
215963,inf
215964,inf
215965,inf
215967,inf
215968,inf
215969,inf
215970,inf
215971,inf
215972,inf
215973,inf
215974,inf
215975,inf
215976,inf
215977,inf
215978,inf
215979,inf
215980,inf
215981,inf
215982,inf
215983,inf
215985,inf
215986,inf
215987,inf
215988,inf
215989,inf
215992,inf
215993,inf
215994,inf
215995,inf
215997,inf
215998,inf
215999,inf
216000,inf
216001,inf
216003,inf
216004,inf
216005,inf
216007,inf
216008,inf
216010,inf
216011,inf
216012,inf
216013,inf
216014,inf
216015,inf
216016,inf
216018,inf
216019,inf
216020,inf
216024,inf
216025,inf
216026,inf
216027,inf
216028,inf
216030,inf
216031,inf
216032,inf
216033,inf
216034,inf
216035,inf
216036,inf
216037,inf
216039,inf
216040,inf
216041,inf
216042,inf
216043,inf
216044,inf
216047,inf
216048,inf
216049,inf
216050,inf
216051,inf
216052,inf
216053,inf
216054,inf
216057,inf
216058,inf
216062,inf
216063,inf
216064,inf
216065,inf
216067,inf
216068,inf
216069,inf
216071,inf
216072,inf
216073,inf
216074,inf
216075,inf
216077,inf
216078,inf
216080,inf
216081,inf
216082,inf
216084,inf
216087,inf
216091,inf
216092,inf
216093,inf
216094,inf
216095,inf
216096,inf
216097,inf
216098,inf
216099,inf
216100,inf
216101,inf
216103,inf
216104,inf
216105,inf
216106,inf
216107,inf
216108,inf
216109,inf
216110,inf
216112,inf
216113,inf
216114,inf
216115,inf
216118,inf
216119,inf
216120,inf
216121,inf
216124,inf
216125,inf
216128,inf
216131,inf
216132,inf
216135,inf
216136,inf
216137,inf
216138,inf
216141,inf
216142,inf
216143,inf
216144,inf
216145,inf
216147,inf
216148,inf
216149,inf
216150,inf
216151,inf
216152,inf
216154,inf
216155,inf
216156,inf
216159,inf
216160,inf
216161,inf
216163,inf
216164,inf
216165,inf
216166,inf
216167,inf
216168,inf
216171,inf
216176,1.1256539918023339e+297
216177,inf
216178,inf
216179,inf
216180,inf
216182,inf
216183,inf
216184,inf
216186,inf
216187,inf
216190,inf
216191,inf
216192,inf
216193,inf
216195,inf
216196,inf
216197,inf
216200,inf
216201,inf
216202,inf
216203,inf
216205,inf
216206,inf
216207,inf
216208,inf
216209,inf
216210,inf
216211,inf
216213,inf
216214,inf
216215,inf
216217,inf
216218,inf
216219,inf
216223,inf
216224,inf
216225,inf
216226,inf
216227,inf
216228,inf
216229,inf
216231,inf
216232,inf
216233,inf
216236,inf
216237,inf
216241,inf
216242,inf
216243,inf
216244,inf
216245,inf
216246,inf
216247,inf
216248,inf
216250,inf
216251,inf
216254,inf
216255,inf
216256,inf
216258,inf
216259,inf
216260,inf
216261,inf
216262,inf
216263,inf
216264,inf
216265,inf
216266,inf
216267,inf
216268,inf
216270,inf
216271,inf
216272,inf
216273,inf
216274,inf
216275,inf
216276,inf
216278,inf
216279,inf
216282,inf
216283,inf
216287,inf
216288,inf
216289,inf
216292,inf
216293,inf
216296,inf
216297,inf
216298,inf
216299,inf
216301,inf
216302,inf
216303,inf
216307,inf
216308,inf
216309,inf
216310,inf
216311,inf
216312,inf
216313,inf
216314,inf
216315,inf
216316,inf
216317,inf
216319,inf
216324,inf
216325,inf
216326,inf
216329,inf
216330,inf
216331,inf
216332,inf
216335,inf
216336,inf
216337,inf
216340,inf
216341,inf
216342,inf
216344,inf
216345,inf
216346,inf
216348,inf
216349,inf
216350,inf
216352,inf
216353,inf
216354,inf
216355,inf
216356,inf
216357,inf
216358,inf
216359,inf
216360,inf
216361,inf
216362,inf
216363,inf
216364,inf
216365,inf
216366,inf
216367,inf
216368,inf
216369,inf
216370,inf
216372,inf
216373,inf
216374,inf
216376,inf
216377,inf
216378,inf
216379,inf
216381,inf
216382,inf
216383,inf
216384,inf
216385,inf
216386,inf
216387,inf
216389,inf
216390,inf
216391,3.4322627882162797e+155
216399,inf
216403,inf
216404,inf
216405,inf
216407,inf
216408,inf
216409,inf
216411,inf
216412,inf
216413,inf
216414,inf
216416,inf
216417,inf
216418,inf
216421,inf
216423,inf
216424,inf
216425,inf
216426,inf
216427,inf
216428,inf
216429,inf
216430,inf
216431,inf
216432,inf
216433,inf
216434,inf
216435,inf
216436,inf
216437,inf
216438,inf
216439,inf
216440,inf
216443,inf
216444,inf
216445,inf
216446,inf
216447,inf
216450,inf
216451,inf
216452,inf
216455,inf
216456,inf
216457,inf
216458,inf
216459,inf
216463,inf
216464,inf
216465,inf
216467,inf
216468,inf
216470,inf
216471,inf
216473,inf
216475,inf
216476,inf
216478,inf
216480,inf
216481,inf
216482,inf
216483,inf
216484,inf
216485,inf
216491,inf
216492,inf
216493,inf
216495,inf
216496,inf
216497,inf
216501,inf
216502,inf
216503,inf
216506,inf
216507,inf
216509,2.3607603145285605e+53
216511,inf
216512,inf
216514,inf
216515,inf
216516,inf
216517,inf
216518,inf
216519,inf
216521,inf
216522,inf
216523,inf
216524,inf
216525,inf
216526,inf
216527,inf
216528,inf
216530,inf
216531,inf
216532,inf
216533,inf
216536,inf
216541,inf
216544,inf
216545,inf
216546,inf
216549,inf
216551,inf
216552,inf
216554,inf
216555,inf
216556,inf
216557,inf
216558,inf
216559,inf
216561,inf
216562,inf
216563,inf
216564,inf
216565,inf
216568,inf
216569,inf
216570,inf
216572,inf
216573,inf
216577,inf
216579,inf
216580,inf
216581,inf
216582,inf
216584,inf
216585,inf
216586,inf
216587,inf
216588,inf
216590,inf
216591,inf
216592,inf
216593,inf
216596,inf
216597,inf
216598,inf
216601,inf
216602,inf
216603,inf
216606,inf
216607,inf
216608,inf
216609,inf
216610,inf
216611,inf
216612,inf
216613,inf
216614,inf
216616,inf
216617,inf
216619,inf
216622,inf
216623,inf
216624,inf
216627,inf
216628,inf
216629,inf
216630,inf
216631,inf
216632,inf
216633,inf
216634,inf
216635,inf
216636,inf
216637,inf
216639,inf
216640,inf
216641,6.710509887319896e+155
216642,inf
216643,inf
216645,inf
216646,inf
216647,inf
216648,inf
216649,inf
216650,inf
216651,inf
216652,inf
216653,inf
216654,inf
216655,inf
216656,inf
216657,inf
216658,inf
216659,inf
216660,inf
216661,inf
216663,inf
216664,inf
216666,inf
216667,inf
216668,inf
216670,inf
216671,inf
216672,inf
216675,inf
216676,inf
216677,inf
216680,inf
216681,inf
216685,inf
216686,inf
216687,inf
216688,inf
216689,inf
216690,inf
216691,inf
216692,inf
216693,inf
216694,inf
216695,inf
216696,inf
216697,inf
216698,inf
216699,inf
216700,inf
216702,inf
216703,inf
216704,inf
216705,inf
216708,inf
216709,inf
216711,inf
216712,inf
216713,inf
216714,inf
216716,inf
216717,inf
216718,inf
216721,inf
216722,inf
216723,inf
216724,inf
216725,inf
216726,inf
216731,inf
216732,inf
216733,inf
216734,inf
216735,inf
216738,inf
216739,inf
216740,inf
216743,inf
216744,inf
216748,inf
216749,inf
216750,inf
216751,inf
216753,inf
216754,inf
216755,inf
216756,inf
216757,inf
216758,inf
216761,inf
216762,inf
216763,inf
216765,inf
216766,inf
216767,inf
216768,inf
216771,inf
216772,inf
216773,inf
216774,inf
216779,inf
216780,inf
216782,inf
216783,inf
216784,inf
216787,inf
216788,inf
216789,inf
216791,inf
216793,inf
216794,inf
216795,inf
216796,inf
216797,inf
216798,inf
216799,inf
216800,inf
216803,inf
216805,inf
216807,inf
216808,inf
216809,inf
216810,inf
216812,inf
216813,inf
216814,inf
216815,inf
216817,inf
216818,inf
216819,inf
216820,inf
216822,inf
216823,inf
216824,inf
216825,inf
216827,inf
216828,inf
216831,inf
216836,inf
216837,inf
216838,inf
216839,inf
216840,inf
216841,inf
216842,inf
216843,inf
216844,inf
216845,inf
216849,inf
216850,inf
216851,inf
216852,inf
216853,inf
216854,inf
216855,inf
216856,inf
216857,inf
216858,inf
216859,inf
216860,inf
216861,inf
216864,inf
216865,inf
216868,inf
216870,inf
216871,inf
216874,inf
216875,inf
216876,inf
216877,inf
216878,inf
216879,inf
216880,inf
216881,inf
216882,inf
216883,inf
216884,inf
216885,inf
216886,inf
216887,inf
216889,inf
216890,inf
216891,inf
216892,inf
216893,inf
216894,inf
216896,inf
216897,inf
216898,inf
216901,inf
216902,inf
216903,inf
216904,inf
216905,inf
216906,inf
216910,inf
216914,inf
216915,inf
216916,inf
216918,inf
216919,inf
216920,inf
216923,inf
216924,inf
216925,inf
216926,inf
216927,inf
216928,inf
216929,inf
216933,inf
216935,inf
216936,inf
216938,2.657146355249244e+26
216939,inf
216940,inf
216941,inf
216944,inf
216945,inf
216946,inf
216948,inf
216949,inf
216950,inf
216953,inf
216956,inf
216957,inf
216958,inf
216960,inf
216961,inf
216962,inf
216963,inf
216964,inf
216965,inf
216966,inf
216967,inf
216968,inf
216969,inf
216971,inf
216972,inf
216973,inf
216974,inf
216975,inf
216976,inf
216978,inf
216979,inf
216982,inf
216983,inf
216984,inf
216986,inf
216987,inf
216988,inf
216991,inf
216995,inf
216998,inf
216999,inf
217000,inf
217002,inf
217003,inf
217004,inf
217008,inf
217009,inf
217010,inf
217011,inf
217012,inf
217013,inf
217016,inf
217018,inf
217019,inf
217020,inf
217023,inf
217024,inf
217025,inf
217027,inf
217028,inf
217029,inf
217030,inf
217031,inf
217033,inf
217034,inf
217035,inf
217036,inf
217037,inf
217038,inf
217039,inf
217040,inf
217043,inf
217044,inf
217045,inf
217046,6.300577168448929e+87
217048,inf
217049,inf
217050,inf
217054,inf
217055,inf
217056,inf
217057,inf
217058,inf
217060,inf
217061,inf
217062,inf
217063,inf
217064,inf
217065,inf
217067,inf
217071,inf
217072,inf
217073,inf
217074,inf
217075,inf
217076,inf
217077,inf
217080,inf
217081,inf
217082,inf
217083,inf
217084,inf
217086,inf
217089,inf
217091,inf
217092,inf
217094,inf
217095,inf
217096,inf
217099,inf
217100,inf
217101,inf
217104,inf
217105,inf
217106,inf
217108,6.140572219432114e+17
217109,inf
217110,inf
217113,inf
217115,inf
217117,inf
217119,inf
217123,inf
217124,inf
217125,inf
217126,inf
217127,inf
217128,inf
217132,inf
217133,inf
217134,inf
217135,inf
217136,inf
217137,inf
217138,inf
217140,inf
217141,inf
217142,inf
217145,inf
217146,inf
217149,inf
217150,inf
217153,inf
217154,inf
217155,inf
217158,inf
217159,inf
217160,inf
217163,inf
217166,inf
217167,inf
217168,inf
217170,inf
217171,inf
217172,inf
217175,inf
217176,inf
217177,inf
217178,inf
217180,inf
217181,inf
217182,inf
217184,inf
217185,inf
217187,inf
217188,inf
217193,inf
217194,inf
217196,inf
217197,inf
217198,inf
217199,inf
217200,inf
217202,inf
217204,inf
217206,inf
217209,inf
217210,inf
217213,inf
217214,inf
217216,inf
217217,inf
217218,inf
217219,inf
217220,inf
217221,inf
217222,inf
217223,inf
217225,inf
217226,inf
217228,inf
217229,inf
217230,inf
217233,inf
217234,inf
217235,inf
217236,inf
217237,inf
217238,inf
217239,inf
217240,inf
217241,inf
217244,inf
217245,inf
217246,inf
217249,inf
217250,inf
217251,inf
217252,inf
217253,inf
217254,inf
217255,inf
217256,inf
217258,inf
217259,inf
217260,inf
217261,inf
217262,inf
217263,inf
217264,inf
217267,inf
217268,inf
217269,inf
217271,inf
217272,inf
217273,inf
217274,inf
217275,inf
217277,inf
217278,inf
217279,inf
217281,inf
217282,inf
217283,inf
217284,inf
217287,inf
217288,inf
217289,inf
217290,inf
217291,inf
217292,inf
217294,inf
217295,inf
217296,inf
217297,inf
217298,inf
217299,inf
217300,inf
217301,inf
217305,inf
217306,inf
217307,inf
217308,inf
217309,inf
217313,inf
217314,inf
217316,inf
217317,inf
217318,inf
217321,inf
217322,inf
217323,inf
217324,inf
217327,inf
217328,inf
217329,inf
217330,inf
217334,inf
217335,inf
217336,inf
217338,inf
217339,inf
217340,inf
217343,inf
217344,inf
217345,inf
217346,inf
217347,inf
217348,inf
217349,inf
217350,inf
217351,inf
217352,inf
217353,inf
217354,inf
217355,inf
217356,inf
217358,inf
217359,inf
217360,inf
217362,inf
217363,inf
217364,inf
217366,inf
217370,inf
217371,inf
217372,inf
217373,inf
217374,inf
217375,inf
217376,inf
217377,inf
217378,inf
217379,inf
217380,inf
217383,inf
217385,inf
217386,inf
217388,inf
217389,inf
217390,inf
217392,inf
217394,inf
217395,inf
217396,inf
217398,inf
217399,inf
217400,inf
217403,inf
217404,inf
217405,inf
217407,inf
217408,inf
217409,inf
217410,inf
217411,inf
217412,inf
217413,inf
217414,inf
217415,inf
217416,inf
217417,inf
217418,inf
217419,inf
217420,inf
217422,inf
217423,inf
217425,inf
217426,inf
217427,inf
217428,inf
217429,inf
217430,inf
217432,inf
217433,inf
217434,inf
217435,inf
217436,inf
217437,inf
217438,inf
217439,inf
217442,inf
217443,inf
217449,inf
217450,inf
217451,inf
217452,inf
217453,inf
217454,inf
217458,inf
217459,inf
217460,inf
217461,inf
217462,inf
217465,inf
217466,inf
217467,inf
217468,inf
217469,inf
217470,inf
217471,inf
217472,inf
217476,inf
217477,inf
217478,inf
217479,inf
217480,inf
217481,inf
217483,inf
217484,inf
217487,inf
217489,inf
217490,inf
217491,inf
217492,inf
217495,inf
217496,inf
217497,inf
217498,inf
217499,inf
217500,inf
217501,inf
217502,inf
217503,6472172.0
217504,inf
217505,inf
217507,inf
217509,inf
217510,inf
217511,inf
217514,inf
217515,inf
217516,inf
217519,inf
217520,inf
217521,inf
217522,inf
217523,inf
217525,inf
217526,inf
217527,inf
217529,inf
217530,inf
217532,inf
217535,inf
217536,inf
217537,inf
217539,inf
217540,inf
217541,inf
217545,inf
217546,inf
217547,inf
217548,inf
217549,inf
217550,inf
217551,inf
217552,inf
217555,inf
217556,inf
217557,inf
217558,inf
217559,inf
217560,inf
217561,inf
217562,inf
217566,inf
217567,inf
217570,inf
217571,inf
217574,inf
217575,inf
217576,inf
217579,inf
217580,inf
217581,inf
217584,inf
217585,inf
217586,inf
217587,inf
217588,inf
217589,inf
217590,inf
217591,inf
217592,inf
217594,inf
217595,inf
217596,inf
217599,inf
217600,inf
217601,inf
217602,inf
217604,inf
217605,inf
217606,inf
217607,inf
217608,inf
217609,inf
217610,inf
217611,inf
217612,inf
217613,inf
217614,inf
217615,inf
217616,inf
217617,inf
217618,inf
217619,inf
217620,inf
217622,inf
217623,inf
217624,inf
217625,inf
217626,inf
217629,inf
217630,inf
217631,inf
217632,inf
217634,inf
217635,inf
217636,inf
217637,inf
217638,inf
217640,inf
217641,inf
217642,inf
217644,inf
217645,inf
217647,inf
217648,inf
217649,inf
217650,inf
217651,inf
217652,inf
217653,inf
217655,inf
217656,inf
217657,inf
217661,inf
217662,inf
217663,inf
217664,inf
217665,inf
217667,inf
217668,inf
217669,inf
217670,inf
217671,inf
217672,inf
217673,inf
217674,inf
217676,inf
217677,inf
217678,inf
217680,inf
217681,inf
217682,inf
217685,inf
217686,inf
217687,inf
217688,inf
217689,inf
217690,inf
217691,inf
217692,inf
217695,inf
217696,inf
217700,inf
217701,inf
217702,inf
217703,inf
217705,inf
217706,inf
217707,inf
217709,inf
217710,inf
217711,inf
217712,inf
217713,inf
217715,inf
217716,inf
217718,inf
217719,inf
217720,inf
217722,inf
217725,inf
217729,inf
217730,inf
217731,inf
217732,inf
217733,inf
217734,inf
217735,inf
217736,inf
217737,inf
217738,inf
217739,inf
217741,inf
217742,inf
217743,inf
217744,inf
217745,inf
217746,inf
217747,inf
217748,inf
217750,inf
217751,inf
217752,inf
217753,inf
217756,inf
217757,inf
217758,inf
217759,inf
217761,inf
217762,inf
217765,inf
217768,inf
217769,inf
217772,inf
217773,inf
217774,inf
217775,inf
217778,inf
217779,inf
217780,inf
217781,inf
217782,inf
217784,inf
217785,inf
217786,inf
217787,inf
217788,inf
217789,inf
217791,inf
217792,inf
217793,inf
217796,inf
217797,inf
217798,inf
217800,inf
217801,inf
217802,inf
217803,inf
217804,inf
217805,inf
217808,inf
217813,inf
217814,inf
217815,inf
217816,inf
217817,inf
217819,inf
217820,inf
217821,inf
217824,inf
217825,inf
217828,inf
217829,inf
217830,inf
217831,inf
217833,inf
217834,inf
217835,inf
217838,inf
217839,inf
217840,inf
217841,inf
217843,inf
217844,inf
217845,inf
217846,inf
217847,inf
217848,inf
217849,inf
217851,inf
217852,inf
217853,inf
217855,inf
217856,inf
217857,inf
217861,inf
217862,inf
217863,inf
217864,inf
217865,inf
217866,inf
217867,inf
217869,inf
217870,inf
217871,inf
217874,inf
217875,inf
217879,inf
217880,inf
217881,inf
217882,inf
217883,inf
217884,inf
217885,inf
217886,inf
217888,inf
217889,inf
217892,inf
217893,inf
217894,inf
217896,inf
217897,inf
217898,inf
217899,inf
217900,inf
217901,inf
217902,inf
217903,inf
217904,inf
217905,inf
217906,inf
217908,inf
217909,inf
217910,inf
217911,inf
217912,inf
217913,inf
217914,inf
217916,inf
217917,inf
217921,inf
217922,inf
217926,inf
217927,inf
217928,inf
217931,inf
217932,inf
217935,inf
217936,inf
217937,inf
217938,inf
217940,inf
217941,inf
217942,inf
217946,inf
217947,inf
217948,inf
217949,inf
217950,inf
217951,inf
217952,inf
217953,inf
217954,inf
217955,inf
217956,inf
217958,inf
217963,inf
217964,inf
217965,inf
217968,inf
217969,inf
217970,inf
217971,inf
217974,inf
217975,inf
217976,inf
217979,inf
217980,inf
217981,inf
217983,inf
217984,inf
217985,inf
217987,inf
217988,inf
217989,inf
217991,inf
217992,inf
217993,inf
217994,inf
217995,inf
217996,inf
217997,inf
217998,inf
217999,inf
218000,inf
218001,inf
218002,inf
218003,inf
218004,inf
218005,inf
218006,inf
218007,inf
218008,inf
218009,inf
218011,inf
218012,inf
218013,inf
218015,inf
218016,inf
218017,inf
218018,inf
218020,inf
218021,inf
218022,inf
218023,inf
218024,inf
218025,inf
218026,inf
218028,inf
218029,inf
218030,inf
218038,inf
218042,inf
218043,inf
218044,inf
218046,inf
218047,inf
218048,inf
218050,inf
218051,inf
218052,inf
218053,inf
218055,inf
218056,inf
218057,inf
218060,inf
218062,inf
218063,inf
218064,inf
218065,inf
218066,inf
218067,inf
218068,inf
218069,inf
218070,inf
218071,inf
218072,inf
218073,inf
218074,inf
218075,inf
218076,inf
218077,inf
218078,inf
218079,inf
218082,inf
218083,inf
218084,inf
218085,inf
218086,inf
218089,inf
218090,inf
218091,inf
218094,inf
218095,inf
218096,inf
218097,inf
218098,inf
218102,inf
218103,inf
218104,inf
218106,inf
218107,inf
218109,inf
218110,inf
218112,inf
218114,inf
218115,inf
218117,inf
218119,inf
218120,inf
218121,inf
218122,inf
218123,inf
218124,inf
218130,inf
218131,inf
218132,inf
218134,inf
218135,inf
218136,inf
218140,inf
218141,inf
218142,inf
218145,inf
218146,inf
218148,inf
218150,inf
218151,inf
218153,inf
218154,inf
218155,inf
218156,inf
218157,inf
218158,inf
218160,inf
218161,inf
218162,inf
218163,inf
218164,inf
218165,inf
218166,inf
218167,inf
218169,inf
218170,inf
218171,inf
218172,inf
218175,inf
218180,inf
218183,inf
218184,inf
218185,inf
218188,inf
218190,inf
218191,inf
218193,inf
218194,inf
218195,inf
218196,inf
218197,inf
218198,inf
218200,inf
218201,inf
218202,inf
218203,inf
218204,inf
218207,inf
218208,inf
218209,inf
218211,inf
218212,inf
218216,inf
218218,inf
218219,inf
218220,inf
218221,inf
218223,inf
218224,inf
218225,inf
218226,inf
218227,inf
218228,inf
218229,inf
218230,inf
218231,inf
218234,inf
218235,inf
218236,inf
218239,inf
218240,inf
218241,inf
218244,inf
218245,inf
218246,inf
218247,inf
218248,inf
218249,inf
218250,inf
218251,inf
218252,inf
218254,inf
218255,inf
218257,inf
218260,inf
218261,inf
218262,inf
218265,inf
218266,inf
218267,inf
218268,inf
218269,inf
218270,inf
218271,inf
218272,inf
218273,inf
218274,inf
218275,inf
218277,inf
218278,inf
218279,2.244763549569457e+126
218280,inf
218281,inf
218283,inf
218284,inf
218285,inf
218286,inf
218287,inf
218288,inf
218289,inf
218290,inf
218291,inf
218292,inf
218293,inf
218294,inf
218295,inf
218296,inf
218297,inf
218298,inf
218299,inf
218301,inf
218302,inf
218304,inf
218305,inf
218306,inf
218308,inf
218309,inf
218310,inf
218313,inf
218314,inf
218315,inf
218318,inf
218319,inf
218323,inf
218324,inf
218325,inf
218326,inf
218327,inf
218328,inf
218329,inf
218330,inf
218331,inf
218332,inf
218333,inf
218334,inf
218335,inf
218336,inf
218337,inf
218338,inf
218340,inf
218341,inf
218342,inf
218343,inf
218346,inf
218347,inf
218349,inf
218350,inf
218351,inf
218352,inf
218354,inf
218355,inf
218356,inf
218359,inf
218360,inf
218361,inf
218362,inf
218363,inf
218364,inf
218369,inf
218370,inf
218371,inf
218372,inf
218373,inf
218376,inf
218377,inf
218378,inf
218381,inf
218382,inf
218386,inf
218387,inf
218388,inf
218389,inf
218391,inf
218392,inf
218393,inf
218394,inf
218395,inf
218396,inf
218399,inf
218400,inf
218401,inf
218403,inf
218404,inf
218405,inf
218406,inf
218409,inf
218410,inf
218411,inf
218412,inf
218417,inf
218418,inf
218420,inf
218421,inf
218422,inf
218425,inf
218426,inf
218427,inf
218429,inf
218431,inf
218432,inf
218433,inf
218434,inf
218435,inf
218436,inf
218437,inf
218438,inf
218441,inf
218443,inf
218445,inf
218446,inf
218447,inf
218448,inf
218450,inf
218451,inf
218452,inf
218453,inf
218455,inf
218456,inf
218457,inf
218458,inf
218460,inf
218461,inf
218462,inf
218463,inf
218465,inf
218466,inf
218469,inf
218474,inf
218475,inf
218476,inf
218477,inf
218478,inf
218479,inf
218480,inf
218481,inf
218482,inf
218483,inf
218487,inf
218488,inf
218489,inf
218490,inf
218491,inf
218492,inf
218493,inf
218494,inf
218495,inf
218496,inf
218497,inf
218498,inf
218499,inf
218502,inf
218503,inf
218506,inf
218508,inf
218509,inf
218512,inf
218513,inf
218514,inf
218515,inf
218516,inf
218517,inf
218518,inf
218519,inf
218520,inf
218521,inf
218522,inf
218523,inf
218524,inf
218525,inf
218527,inf
218528,inf
218529,inf
218530,inf
218531,inf
218532,inf
218534,inf
218535,inf
218536,inf
218539,inf
218540,inf
218541,inf
218542,inf
218545,inf
218546,inf
218550,inf
218554,inf
218555,inf
218556,inf
218558,inf
218559,inf
218560,inf
218563,inf
218564,inf
218565,inf
218566,inf
218567,inf
218568,inf
218569,inf
218573,inf
218575,inf
218576,inf
218578,inf
218579,inf
218580,inf
218581,inf
218584,inf
218585,inf
218586,inf
218588,inf
218589,inf
218590,inf
218593,inf
218596,inf
218597,inf
218598,inf
218600,inf
218601,inf
218602,inf
218603,inf
218604,inf
218605,inf
218606,inf
218607,inf
218608,inf
218609,inf
218611,inf
218612,inf
218613,inf
218614,inf
218615,inf
218616,inf
218618,inf
218619,inf
218622,inf
218623,inf
218624,inf
218626,inf
218627,inf
218628,inf
218631,inf
218635,inf
218638,inf
218639,inf
218640,inf
218642,inf
218643,inf
218644,inf
218648,inf
218649,inf
218650,inf
218651,inf
218652,inf
218653,inf
218656,inf
218658,inf
218659,inf
218660,inf
218663,inf
218664,inf
218665,inf
218667,inf
218668,inf
218669,inf
218670,inf
218671,inf
218673,inf
218674,inf
218675,inf
218676,inf
218677,inf
218678,inf
218679,inf
218680,inf
218683,inf
218684,inf
218685,inf
218686,inf
218688,inf
218689,inf
218690,inf
218694,inf
218695,inf
218696,inf
218697,inf
218698,inf
218700,inf
218701,inf
218702,inf
218703,inf
218704,inf
218705,inf
218707,inf
218711,inf
218712,inf
218713,inf
218714,inf
218715,inf
218716,inf
218717,inf
218720,inf
218721,inf
218722,inf
218723,inf
218724,inf
218726,inf
218729,inf
218731,inf
218732,inf
218734,inf
218735,inf
218736,inf
218739,inf
218740,inf
218741,inf
218744,inf
218745,inf
218746,inf
218748,3.064716282082975e+19
218749,inf
218750,inf
218753,inf
218755,inf
218757,inf
218759,inf
218763,inf
218764,inf
218765,inf
218766,inf
218767,inf
218768,inf
218772,inf
218773,inf
218774,inf
218775,inf
218776,inf
218777,inf
218778,inf
218780,inf
218781,inf
218782,inf
218785,inf
218786,inf
218789,inf
218790,inf
218793,inf
218794,inf
218795,inf
218798,inf
218799,inf
218800,9.937806407094505e+276
218803,inf
218806,inf
218807,inf
218808,inf
218810,inf
218811,inf
218812,inf
218815,inf
218816,inf
218817,inf
218818,inf
218820,inf
218821,inf
218822,inf
218824,inf
218825,inf
218827,inf
218828,inf
218833,inf
218834,inf
218836,inf
218837,inf
218838,inf
218839,inf
218840,inf
218842,inf
218844,inf
218846,inf
218849,inf
218850,inf
218852,inf
218853,inf
218855,inf
218856,inf
218857,inf
218858,inf
218859,inf
218860,inf
218861,inf
218862,inf
218864,inf
218865,inf
218867,inf
218868,inf
218869,inf
218873,inf
218874,inf
218875,inf
218876,inf
218877,inf
218878,inf
218879,inf
218880,inf
218881,inf
218884,inf
218885,inf
218886,inf
218889,inf
218890,inf
218891,inf
218892,inf
218893,inf
218894,inf
218895,inf
218896,inf
218898,inf
218899,inf
218900,inf
218901,inf
218902,inf
218903,inf
218904,inf
218907,inf
218908,inf
218909,inf
218911,inf
218912,inf
218913,inf
218914,inf
218915,inf
218917,inf
218918,inf
218919,inf
218921,inf
218922,inf
218923,inf
218924,inf
218927,inf
218928,inf
218929,inf
218930,inf
218931,inf
218932,inf
218934,inf
218935,inf
218936,inf
218937,inf
218938,inf
218939,inf
218940,inf
218941,inf
218945,inf
218946,inf
218947,inf
218948,inf
218949,inf
218953,inf
218954,inf
218956,inf
218957,inf
218958,inf
218961,inf
218962,inf
218963,inf
218964,inf
218967,inf
218968,inf
218969,inf
218970,inf
218974,inf
218975,inf
218976,inf
218978,inf
218979,inf
218980,inf
218983,inf
218984,inf
218985,inf
218986,inf
218987,inf
218988,inf
218989,inf
218990,inf
218991,inf
218992,inf
218993,inf
218994,inf
218995,inf
218996,inf
218998,inf
218999,inf
219000,inf
219002,inf
219003,inf
219004,inf
219006,inf
219010,inf
219011,inf
219012,inf
219013,inf
219014,inf
219015,inf
219016,inf
219017,inf
219018,inf
219019,inf
219020,inf
219023,inf
219025,inf
219026,inf
219028,inf
219029,inf
219030,inf
219032,inf
219034,inf
219035,inf
219036,inf
219038,inf
219039,inf
219040,inf
219043,inf
219044,inf
219045,inf
219047,inf
219048,inf
219049,inf
219050,inf
219051,inf
219052,inf
219053,inf
219054,inf
219055,inf
219056,inf
219057,inf
219058,inf
219059,inf
219060,inf
219062,inf
219063,inf
219065,inf
219066,inf
219067,inf
219068,inf
219069,inf
219070,inf
219072,inf
219073,inf
219074,inf
219075,inf
219076,inf
219077,inf
219078,inf
219079,inf
219082,inf
219083,inf
219089,inf
219090,inf
219091,inf
219092,inf
219093,inf
219094,inf
219098,inf
219099,inf
219100,inf
219101,inf
219102,inf
219105,inf
219106,inf
219107,inf
219108,inf
219109,inf
219110,inf
219111,inf
219112,inf
219116,inf
219117,inf
219118,inf
219119,inf
219120,inf
219121,inf
219123,inf
219124,inf
219127,inf
219129,inf
219130,inf
219131,inf
219132,inf
219135,inf
219136,inf
219137,inf
219138,inf
219139,inf
219140,inf
219141,inf
219142,inf
219143,5007655.0
219144,inf
219145,inf
219147,inf
219149,inf
219150,inf
219151,inf
219154,inf
219155,inf
219156,inf
219159,inf
219160,inf
219161,inf
219162,inf
219163,inf
219165,inf
219166,inf
219167,inf
219169,inf
219170,inf
219172,inf
219175,inf
219176,inf
219177,inf
219179,inf
219180,inf
219181,inf
219185,inf
219186,inf
219187,inf
219188,inf
219189,inf
219190,inf
219191,inf
219192,inf
219195,inf
219196,inf
219197,inf
219198,inf
219199,inf
219200,inf
